,English (EN),Brazilian Portuguese (BR),Brazilian HUE (HUE),Russian (RU),Japanese (JP),German (DE),French (FR),Español (ES),Czech (CZ),Korean (KR),Dutch (NL),Italian (IT),Traditional Chinese (CHT),Simplified Chinese (CHN),Indonesian(IND),Polish (PL),Hungary(HUN),Thai(TH),Norwegian (NO),Danish (DK),Roumanian (RO),Pirate English,Hebrew (IL),Swedish (SWE),Greek (GR),Việt Nam (VN),Turkish / Türkçe (TR),Arabic (AR),Portugal Portuguese (PT),Suomi (FIN),Bulgarian (BG),Lithuanian (LT)
RELIC_DEV_LONG,Regenerates Ammo,Regenera munição,recupera as bala,Регенерирует Патроны,だんやくを さいせいせい,Regeneriert Munition,Régénère Munition,Regenera munición,Regenerace munice,탄약재생성,Regenereert Munitie,Rigenera Munizioni,,弹药回复,,Regeneracja amunicji,Tőltény Regeneráció,ฟื้นฟูกระสุนได้เอง,Ammo regenerasjon,,,Regen Shots,מחדש תחמושת,,Ανανεώνει τα Πυρομαχικά,Hồi đạn theo thời gian,Cephaneyi Yeniler,يجدد الذخيرة,Regeneração de Munição,Ammukset palautuvaat,,Atkuria kulkas
RELIC_DEV_SHORT,Ammo Regen,Regen munição,Regen munição,Реген Патронов,だんやく かいふく,Regen. Munition,Munition regen.,Regen. munición,Regen munice,탄약생성,Munitie Regen.,Rigen. Muniz.,,弹药恢复,,Regeneracja amunicji,,ฟื้นฟูกระสุนได้เอง,Ammo regenerering,,,Regen Shots,חידוש תחמושת,,Ανανέωση Πυρομαχικών,Hồi đạn,Cephane Doldurma,تجديد ذخيرة,Regen de Munição,Ammuspalautus,,Kulkų atkurimas
RELIC_YOTTABYTE_NAME,The Yottabyte Drive,O Drive de Yottabyte,O Pendriver,Йоттабайтовый диск,ヨタバイトの ドライブ,Das Yottabyte-Laufwerk,Le lecteur Yottaoctect,El Pendrive Yottabyte,Yotabytový disk,요타바이트드라이브,De Yottabyte Schijf,Il Disco Yottabyte,,尧字节驱动,,Jottabajtowy sterownik,,The Yottabyte Drive,Yottabyte driveren,,,The Yottabyte Stick,כונן היוטה בייט,,Το Ι-μπάϊτ Φλασάκι,Ổ cứng Yottabye,Yottabyte Sürücüsü,ذاكرة يوتابايت,O Drive de Yottabyte,Yottabyteajuri,,Septilijono atmintinė
RELIC_YOTTABYTE_LONG,Extra Shield,Escudo Dobrado,dorba o escudinho,Дополнительный Щит,ダブル シールド,Doppelschild,Double bouclier,Escudo extra,Dvojitý štít,보호막두배,Dubbel Schild,Doppio Scudo,,双重护盾,,Podwójna tarcza,DUPLA PAJZS,เพิ่มความจุเกราะพิเศษ,Dobbelt skjold,,,Double Dodge,מגן כפול,,Διπλή Ασπίδα,Tăng hai lần Áo Giáp,Çift Kalkan,حماية مضاعفة,Escudo Duplo,Tuplaantunut kilpi,,Papildomas skydas
RELIC_YOTTABYTE_SHORT,Extra Shield,Escudo Extra,dorba o escudinho,Дополнительный Щит,ついか シールド,Extra Schild,Bouclier extra,Escudo extra,Extra štit,추가보호막,Extra Schild,Extra Scudo,,额外护盾,,Dodatkowa tarcza,Extra Pajzs,เพิ่มความจุเกราะพิเศษ,Dobbelt skjold,,,Double Dodge,יותר מגן,,Επιπλέον Ασπίδα,Giáp nhân đôi,Ekstra Kalkan,حماية إضافية,Escudo Extra,Lisäkilpeä,,Papildomas skydas
RELIC_MORNINGSTAR_NAME,The Morning Star,A Estrela da Manhã,A Estrela de Piccel,Утренняя звезда,モーニングスター,Der Morgenstern,L'étoile du matin,La Estrella del Alba,Raní hvězda,TheMorningStar,De Morgenster,The Morning Star,The Morning Star,启明星,The Morning Star,Poranna Gwiazda,The Morning Star,The Morning Star,The Morning Star,The Morning Star,The Morning Star,The Morning Star,The Morning Star,The Morning Star,Ο Αυγερινός,The Morning Star,The Morning Star,نجمة الصباح,The Morning Star,The Morning Star,,Rytinė žvaigždė
RELIC_MORNINGSTAR_LONG,Extra Bounty,Mais estrelas,Fik rico kkk,Extra Bounty,Extra Bounty,Extra Kopfgeld,Extra butin,Botín extra,Extra odměna,ExtraBounty,Extra Premie,Extra Bounty,Extra Bounty,额外赏金,Extra Bounty,Dodatkowe gwiazdy,Extra Bounty,ได้รับค่าหัวเพิ่มขึ้น,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Επιπλέον Αμοιβή,Extra Bounty,Extra Bounty,نقاط إضافية,Extra Bounty,Extra Bounty,,Papildoma premija
RELIC_MORNINGSTAR_SHORT,Extra Bounty,Mais estrelas,Fik rico,Extra Bounty,Extra Bounty,Extra Kopfgeld,Extra butin,Botín extra,Extra odměna,ExtraBounty,Extra Premie,Extra Bounty,Extra Bounty,额外赏金,Extra Bounty,Dodatkowe gwiazdy,Extra Bounty,ได้รับค่าหัวเพิ่มขึ้น,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Extra Bounty,Επιπλέον Αμοιβή,Extra Bounty,Extra Bounty,نقاط إضافية,Extra Bounty,Extra Bounty,,Papildoma premija
RELIC_PINEAPPLEPIE_NAME,The Pineapple Pie,A Torta de Abacaxi,Torta de Supermercado,Ананасовый пирог,The Pineapple Pie,Der Ananaskuchen,La tarte à l'Ananas,El Pastel de Ananá,Ananasový dort,ThePineapplePie,De Annanastaart,The Pineapple Pie,The Pineapple Pie,菠萝派,The Pineapple Pie,Ananasowy Tort,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,The Pineapple Pie,Η Πίτα Ανανά,The Pineapple Pie,The Pineapple Pie,وجبة الأناناس,The Pineapple Pie,The Pineapple Pie,,Ananasų pyragas
RELIC_PINEAPPLEPIE_LONG,+ Maximum Health,Mais vida,Mais sangue,+ Максимальное Здоровье,Extra health,Extra Gesundheit, + de vie maximale,+ Vida máxima,Maximální zdraví+,Extrahealth,Extra levens,+ Vita Massima,Extra health,+ 额外血量,Extra health,Dodatkowe życie,Extra health,+ เพิ่มความจุของพลังชีวิต,Extra health,Extra health,Extra health,Extra health,Extra health,Extra health,+ Μέγιστη Υγεία,Extra health,Extra health,صحة إضافية,Extra health,Extra health,,Papildoma sveikata
RELIC_PINEAPPLEPIE_SHORT,Extra health,Mais vida,Mais sangue,Дополнительное Здоровье,Extra health,Extra Gesundheit,Extra vie,Vida extra,Extra zdraví,Extrahealth,Extra health,Vita Extra,Extra health,额外血量,Extra health,Dodatkowe życie,Extra health,เพิ่มความจุพลังชีวิต,Extra health,Extra health,Extra health,Extra health,Extra health,Extra health,Επιπλέον Υγεία,Extra health,Extra health,صحة إضافية,Extra health,Extra health,,Papildoma sveikata
RELIC_RABBITFOOT_NAME,The Rabbit Foot,O Pé De Coelho,Bicho do Pé,Кроличья лапка,The Rabbit Foot,Der Hasenfuß,La patte de lapin,La Pata de Conejo,Králičí packa,TheRabbitFoot,The Rabbit Foot,La Zampa di Coniglio,The Rabbit Foot,幸运兔腿,The Rabbit Foot,Stopa Królika,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,The Rabbit Foot,Το Λαγοπόδαρο,The Rabbit Foot,The Rabbit Foot,قدم الأرب,The Rabbit Foot,The Rabbit Foot,,Kiškio letenėlė
RELIC_RABBITFOOT_LONG,For luck.,Dá sorte.,deve da sorte sei la,На счастье.,For luck.,Für Glück.,Pour la chance.,Para la suerte.,Pro štěstí,Forluck.,For luck.,Per fortuna.,For luck.,祈求好运,For luck.,Na szczęście.,For luck.,เพื่อความโชคดี,For luck.,For luck.,For luck.,For luck.,For luck.,For luck.,Για Τύχη.,For luck.,For luck.,من أجل الحظ.,For luck.,For luck.,,Sėkmei
RELIC_RABBITFOOT_SHORT,For luck,Dá sorte,sei la q isso faz,На счастье.,For luck,Für Glück.,Pour la chance.,Para la suerte,Pro štěstí,Forluck,For luck,Per fortuna,For luck,祈求好运,For luck,Na szczęście,For luck,เพื่อความโชคดี,For luck,For luck,For luck,For luck,For luck,For luck,Για Τύχη.,For luck,For luck,من أجل الحظ,For luck,For luck,,Sėkmei
RELIC_MIDNIGHTMEAL_NAME,The Midnight Meal,A Refeição da Meia-Noite,Big Mequi,The Midnight Meal,The Midnight Meal,Das Mitternachtsmahl,Le repas de minuit,La Comida de Medianoche,Půlnoční jídlo,TheMidnightMeal,The Midnight Meal,Lo Spuntino di Mezzanotte,The Midnight Meal,The Midnight Meal,The Midnight Meal,Przekąska o Północy,The Midnight Meal,The Midnight Meal,The Midnight Meal,The Midnight Meal,The Midnight Meal,The Midnight Meal,The Midnight Meal,The Midnight Meal,Το Μεσονύχτιο Γεύμα,The Midnight Meal,The Midnight Meal,الوجبة المسائية,The Midnight Meal,The Midnight Meal,,Vidurnakčio valgis
RELIC_MIDNIGHTMEAL_LONG,Extra damage,Dano extra,Mais dano e gases,Дополнительный Урон,Extra damage,Extra Schaden,Extra dommages,Daño extra,Extra poškození,Extradamage,Extra damage,Danno Extra,Extra damage,额外伤害,Extra damage,Dodatkowe obrażenia,Extra damage,เพิ่มความแรงของการสร้างความเสียหาย,Extra damage,Extra damage,Extra damage,Extra damage,Extra damage,Extra damage,Επιπλέον Ζημιά,Extra damage,Extra damage,ضرر إضافي,Extra damage,Extra damage,,Papildoma žala
RELIC_MIDNIGHTMEAL_SHORT,Extra damage,Dano extra,Mais dano,Дополнительный Урон,Extra damage,Extra Schaden,Extra dommages,Daño extra,Extra poškození,Extradamage,Extra damage,Danno Extra,Extra damage,额外伤害,Extra damage,Dodatkowe obrażenia,Extra damage,โจมตีแรงขึ้น,Extra damage,Extra damage,Extra damage,Extra damage,Extra damage,Extra damage,Επιπλέον Ζημιά,Extra damage,Extra damage,ضرر إضافي,Extra damage,Extra damage,,Papildoma žala
RELIC_PROCESSOR_NAME,The Yottabyte Processor,O Processador de Yottabyte,Otro Pendriver,The Yottabyte Processor,The Yottabyte Processor,Der Yottabyte Prozessor,Le processeur Yottabyte,El Procesador Yottabyte,Yottabytový procesor,TheYottabyteProcessor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,Jottabajtowy Procesor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,The Yottabyte Processor,Ο Ι-μπάϊτ Επεξεργαστής,The Yottabyte Processor,The Yottabyte Processor,معالج اليوتابايت,The Yottabyte Processor,The Yottabyte Processor,,Septilijoninis procesorius
RELIC_PROCESSOR_LONG,Extra Shield,Escudo extra,Mais escudim,Дополнительный Щит,Extra Shield,Extra Schild,Extra bouclier,Escudo extra,Extra štít,ExtraShield,Extra Shield,Scudo Extra,Extra Shield,额外护盾,Extra Shield,Dodatkowa tarcza,Extra Shield,เพิ่มความจุเกราะพิเศษ,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Επιπλέον Ασπίδα,Extra Shield,Extra Shield,درع إضافي,Extra Shield,Extra Shield,,Papildomas skydas
RELIC_PROCESSOR_SHORT,Extra Shield,Escudo extra,Mais escudim,Дополнительный Щит,Extra Shield,Extra Schild,Extra bouclier,Escudo extra,Extra štít,ExtraShield,Extra Shield,Scudo Extra,Extra Shield,额外护盾,Extra Shield,Dodatkowa tarcza,Extra Shield,เพิ่มความจุเกราะพิเศษ,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Extra Shield,Επιπλέον Ασπίδα,Extra Shield,Extra Shield,درع إضافي,Extra Shield,Extra Shield,,Papildomas skydas
RELIC_MEGAQUANTUMCHIP_NAME,Mega Quantum Chip,Mega Chip Quântico,Pente Um Atlom,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Chip Quantum,Mega Quantum Chip,MegaQuantumChip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega kwantowy chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip,Mega Quantum Chip
RELIC_MEGAQUANTUMCHIP_LONG,Perfect Accuracy,Mira Perfeita,Mira de bot,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Visée parfaite,Puntería perfecta,Perfect Accuracy,PerfectAccuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Idealna celność,Perfect Accuracy,ยิงปืนทุกชนิดแม่นแบบสมบูรณ์แบบ,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy
RELIC_MEGAQUANTUMCHIP_SHORT,Perfect Accuracy,Mira Perfeita,Mira de bot,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Visée parfaite,Puntería perfecta,Perfect Accuracy,PerfectAccuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Idealna celność,Perfect Accuracy,ยิงปืนแม่นทุกชนิด,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy,Perfect Accuracy
RELIC_PURPLEJUICE_NAME,The Purple Juice,O Suco Roxo, Suco Estragado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_PURPLEJUICE_LONG,Enemies Explode When They Die,Inimigos Explodem Quando Morrem,Os bicho explode quando morre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_RABBITEARS_NAME,The Rabbit Ears,As Orelhas de Coelho,As Oreia de Cueio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_RABBITEARS_LONG,Fires Rockets When You Dash,Atire Foguetes Quando Salta,Taca foguete quando pula kkkk que apelao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_PURESAND_NAME,The Pure Sand,A Pura Areia,Areia No Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_PURESAND_LONG,Picking up Bounty Damages all Enemies,Pegar Estrelas Causa Dano A Todos os Inimigos,Quando vc pega estrela os inimigo chora kkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_LOAFOFBREAD_NAME,The Loaf of Bread,O Pedaço de Pão,Viqui bolde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_LOAFOFBREAD_LONG,Killing Enemies Regenerates Your Shields,Matar Inimigos Regenera Seus Escudos,Mata os bicho e ganha escudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_BLOODMOON_NAME,The Blood Moon,A Lua de Sangue,Lua Comunista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_BLOODMOON_LONG,Killing Enemies Reloads Your Gun,Matar Inimigos Recarrega sua Arma,Mata os bicho que recarrega sua arma kkkk curti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_BLACKCAT_NAME,The Black Cat,O Gato Preto,O Gatim Bonitim Fofo Safado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_BLACKCAT_LONG,Chance to deal Double Damage,Chance de Causar Dano Dobrado,Chance de causa dano dobrado kkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_MULTITOOL_NAME,The Multitool,A Multiferramenta,Chave de Fenda Tunada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_MULTITOOL_LONG,Triple Reload Speed,Velocidade de Recarga de Armas Triplicada,Deixa as arma tudo loca tunada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_ACTUALCARROT_NAME,The Actual Carrot,A Cenoura de Verdade,Cenorinha carai vitamina C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIC_ACTUALCARROT_LONG,+ Stamina Regeneration,+ Regeneração de Stamina,'+ Recupera o fôlego,+ Регенерация Выносливости,+ スタミナ かいふくそくど,+ Ausdauerregeneration,+ Régération de l'Endurance,+ Regeneración de Energía,Regenerace výdrže '+,+지구력회복속도,+ Stamina Regeneratie,+ Rigenerazione Stamina,,+ 耐力恢复,,+Regeneracja wytrzymałości,,+ เพิ่มความเร็วในการฟื้นฟูจากความเหนื่อยล้า,+ Stamina regenerasjon,,,Helps Exhaustion Recovery,חידוש סיבולת '+,,+ Αναζωογόνηση Αντοχής,Tăng tốc độ phục hồi Thể Lực,+Nefes Seviyesi Yenilenme,+ إستعادة التحمل,+ Regenerção de Stamina,+ Kestävyyden palautuminen,,+ Ištvermės
